page,id_deputy,idLegislature,name,party,uf
76,201357,55,JUNIOR CORINGA,PSD,MS
76,204497,56,JÚNIOR FERRARI,PSD,PA
76,204574,56,JUNIOR LOURENÇO,PL,MA
76,204550,56,JÚNIOR MANO,PL,CE
76,178885,55,JUNIOR MARRECA,PATRI,MA
76,159058,53,JUNIOR MARZOLA,DEM,TO
76,160544,54,JUNJI ABE,PSD,SP
76,160544,55,JUNJI ABE,MDB,SP
76,73757,49,JUNOT ABI-RAMIA,PDT,RJ
76,74809,51,JUQUINHA,PL*,GO
76,2976,38,JURACI MAGALHÃES,UDN,BA
76,132115,47,JURACY PALHANO,PDS,PB
76,74346,52,JURANDIL JUAREZ,PMDB,AP
76,74346,51,JURANDIL JUAREZ,PMDB,AP
76,74346,53,JURANDIL JUAREZ,PMDB,AP
76,74493,52,JURANDIR BOIA,PDT,AL
76,130828,41,JURANDIR PIRES,PSD,GB
76,130828,38,JURANDIR PIRES,NA,GB
76,141475,53,JURANDY LOUREIRO,PSC,ES
76,73543,50,JURANDYR PAIXÃO,PPB,SP
76,132146,49,JURANDYR PAIXÃO,PMDB,SP
76,178886,55,JUSCELINO FILHO,DEM,MA
76,178886,56,JUSCELINO FILHO,DEM,MA
76,2876,38,JUSCELINO KUBITSCHEK,PSD,MG
76,2876,37,JUSCELINO KUBITSCHEK,PP**,MG
76,141476,53,JUSMARI OLIVEIRA,PR,BA
76,1633,27,JUSTINIANO DE SERPA,NA,PA
76,1633,31,JUSTINIANO DE SERPA,NA,PA
77,1633,27,JUSTINIANO DE SERPA,NA,PA
77,1633,31,JUSTINIANO DE SERPA,NA,PA
77,73916,51,JUSTINIANO PEDROSO,PMDB,SC
77,131039,40,JUSTINO MELO,PTB,AM
77,131039,41,JUSTINO MELO,PTB,AM
77,131280,43,JUSTINO PEREIRA,ARENA,PR
77,4793,37,JUSTO DE MORAIS,NA,SP
77,74570,49,JUTAHY JUNIOR,PSDB,BA
77,74570,47,JUTAHY JUNIOR,PDS,BA
77,74570,55,JUTAHY JUNIOR,PSDB,BA
77,74570,53,JUTAHY JUNIOR,PSDB,BA
77,74570,48,JUTAHY JUNIOR,PSDB,BA
77,74570,52,JUTAHY JUNIOR,PSDB,BA
77,74570,54,JUTAHY JUNIOR,PSDB,BA
77,74570,51,JUTAHY JUNIOR,PSDB,BA
77,131580,45,JUTAHY MAGALHÃES,ARENA,BA
77,4351,29,JUVENAL LAMARTINE,NA,RN
77,4351,32,JUVENAL LAMARTINE,NA,RN
77,4351,27,JUVENAL LAMARTINE,NA,RN
77,4351,28,JUVENAL LAMARTINE,NA,RN
77,4351,30,JUVENAL LAMARTINE,NA,RN
77,4351,33,JUVENAL LAMARTINE,NA,RN
77,4351,31,JUVENAL LAMARTINE,NA,RN
77,2164,26,JUVENAL MÜLLER,NA,RS
77,1600,24,JUVENCIO DE AGUIAR,NA,PE
77,1600,25,JUVÊNCIO DE AGUIAR,NA,PE
77,131581,44,JUVÊNCIO DIAS,ARENA,PA
77,131581,45,JUVÊNCIO DIAS,ARENA,PA
77,131581,43,JUVÊNCIO DIAS,ARENA,PA
77,141477,53,JUVENIL,PRTB,MG
77,178918,55,KAIO MANIÇOBA,SOLIDARIEDADE,PE
77,73592,52,KÁTIA ABREU,PFL,TO
77,73592,51,KÁTIA ABREU,PFL,TO
77,160659,55,KEIKO OTA,PSB,SP
77,160659,54,KEIKO OTA,PSB,SP
77,74396,52,KELLY MORAES,PTB,RS
77,4606,36,KERGINALDO CAVALCANTI,NA,RN
77,204536,56,KIM KATAGUIRI,DEM,SP
77,73688,51,KINCAS MATTOS,PSB,SP
77,73544,48,KOYU IHA,PMDB,SP
77,73544,49,KOYU IHA,PSDB,SP
77,73544,50,KOYU IHA,PSDB,SP
77,4615,36,LACERDA PINTO,PSD,PR
77,2798,36,LACERDA WERNECK,PSB,SP
77,130442,39,LACERDA WERNECK,PR,PR
77,131256,44,LACÔRTE VITALE,ARENA,SP
77,131256,43,LACÔRTE VITALE,ARENA,SP
77,131256,42,LACÔRTE VITALE,PTB,SP
77,74742,48,LAEL VARELLA,PFL,MG
77,74742,50,LAEL VARELLA,PFL,MG
77,74742,49,LAEL VARELLA,PFL,MG
77,74742,51,LAEL VARELLA,PFL,MG
77,74742,53,LAEL VARELLA,DEM,MG
77,74742,52,LAEL VARELLA,PFL,MG
77,74742,54,LAEL VARELLA,DEM,MG
77,151208,56,LAERCIO OLIVEIRA,PP,SE
77,151208,54,LAERCIO OLIVEIRA,SD,SE
77,151208,55,LAERCIO OLIVEIRA,PP,SE
77,151208,53,LAERCIO OLIVEIRA,PSDB,SE
77,73869,49,LAERTE BASTOS,PSDB,RJ
77,141478,53,LAERTE BESSA,PSC,DF
77,141478,55,LAERTE BESSA,PR,DF
77,4797,37,LAERTE SETÚBAL,PRP,SP
77,131582,42,LAERTE VIEIRA,MDB*,SC
77,131582,45,LAERTE VIEIRA,MDB*,SC
77,131582,44,LAERTE VIEIRA,MDB*,SC
77,130697,40,LAFAYETTE COUTINHO,UDN,BA
77,130697,41,LAFAYETTE COUTINHO,UDN,BA
77,130697,39,LAFAYETTE COUTINHO,UDN,BA
77,130148,33,LAFAYETTE CRUZ,PNI,RS
77,98057,56,LAFAYETTE DE ANDRADA,PRB,MG
77,130472,39,LAFAYETTE REZENDE,PSD,AC
77,130362,38,LAIR TOSTES,PSD,MG
77,74326,49,LAÍRE ROSADO,PMDB,RN
77,74326,51,LAÍRE ROSADO,PMDB,RN
77,74326,50,LAÍRE ROSADO,PMDB,RN
77,1851,24,LAMARTINE,NA,MG
77,1851,25,LAMARTINE,NA,MG
77,74134,51,LAMARTINE POSELLA,PMDB,SP
77,74134,50,LAMARTINE POSELLA,PPB,SP
77,131026,41,LAMARTINE TÁVORA,PTB,PE
77,131026,42,LAMARTINE TÁVORA,PTB,PE
77,130605,40,LAMEIRA BITTENCOURT,PSD,PA
77,130605,39,LAMEIRA BITTENCOURT,PSD,PA
77,130605,38,LAMEIRA BITTENCOURT,PSD,PA
77,1877,24,LAMENHA LINS,NA,PR
77,1877,26,LAMENHA LINS,NA,PR
77,1877,28,LAMENHA LINS,NA,PR
77,1877,29,LAMENHA LINS,NA,PR
77,1877,25,LAMENHA LINS,NA,PR
77,130140,27,LAMOUNIER GODOFREDO,NA,MG
77,130140,24,LAMOUNIER GODOFREDO,NA,MG
77,130140,26,LAMOUNIER GODOFREDO,NA,MG
77,130140,31,LAMOUNIER GODOFREDO,NA,MG
77,130140,29,LAMOUNIER GODOFREDO,NA,MG
77,130140,28,LAMOUNIER GODOFREDO,NA,MG
77,130140,25,LAMOUNIER GODOFREDO,NA,MG
77,130140,30,LAMOUNIER GODOFREDO,NA,MG
77,1852,31,LANDULFO DE MAGALHÃES,NA,MG
77,1852,25,LANDULFO DE MAGALHÃES,NA,MG
78,1852,32,LANDULFO MAGALHÃES,NA,MG
78,1852,28,LANDULFO MAGALHÃES,NA,MG
78,1852,29,LANDULFO MAGALHÃES,NA,MG
78,74855,49,LAPROVITA VIEIRA,PP**,RJ
78,74855,50,LAPROVITA VIEIRA,PPB,RJ
78,4794,37,LAUDELINO GOMES,PSR,GO
78,178894,55,LAUDIVIO CARVALHO,PODE,MG
78,74856,51,LAURA CARNEIRO,PFL,RJ
78,74856,52,LAURA CARNEIRO,PFL,RJ
78,74856,50,LAURA CARNEIRO,PFL,RJ
78,74856,55,LAURA CARNEIRO,DEM,RJ
78,131040,41,LAURENTINO PEREIRA,PSD,PI
78,131040,42,LAURENTINO PEREIRA,PTB,PI
78,141479,53,LAUREZ MOREIRA,PSB,TO
78,141479,54,LAUREZ MOREIRA,PSB,TO
78,160534,56,LAURIETE,PL,ES
78,160534,54,LAURIETE,PSC,ES
78,130110,26,LAURINDO PITA,NA,RJ
78,130625,40,LAURINDO REGIS,PSD,BA
78,2967,38,LAURO BEZERRA,PSD,AL
78,131293,40,LAURO CRUZ,UDN,SP
78,131293,41,LAURO CRUZ,UDN,SP
78,131293,39,LAURO CRUZ,UDN,SP
78,131293,43,LAURO CRUZ,ARENA,SP
78,131293,42,LAURO CRUZ,ARENA,SP
78,2975,38,LAURO DE FREITAS,PSD,BA
78,130627,40,LAURO GOMES,PTB,SP
78,4421,34,LAURO JACQUES,NA,MG
78,131583,42,LAURO LEITÃO,PSD,RS
78,131583,44,LAURO LEITÃO,ARENA,RS
78,131583,45,LAURO LEITÃO,ARENA,RS
78,131583,43,LAURO LEITÃO,ARENA,RS
78,130470,39,LAURO LOPES,PSD,PR
78,130470,37,LAURO LOPES,PSD,PR
78,130470,38,LAURO LOPES,PSD,PR
78,1541,48,LAURO MAIA,PFL,SE
78,1778,24,LAURO MÜLLER,NA,SC
78,4795,36,LAURO PASSOS,PSD,BA
78,4795,37,LAURO PASSOS,PSD,BA
78,131584,44,LAURO RODRIGUES,MDB*,RS
78,131584,45,LAURO RODRIGUES,MDB*,RS
78,4607,36,LAURO SANTOS,NA,ES
78,2456,32,LAURO VILAS BOAS,NA,BA
78,2456,31,LAURO VILAS BOAS,NA,BA
78,74463,52,LAVOISIER MAIA,PSB,RN
78,74463,51,LAVOISIER MAIA,PFL,RN
78,133931,49,LÁZARO BARBOZA,PMDB,GO
78,141480,54,LÁZARO BOTELHO,PP**,TO
78,141480,55,LÁZARO BOTELHO,PP,TO
78,141480,53,LÁZARO BOTELHO,PP**,TO
78,132000,46,LAZARO DE CARVALHO,PP**,RJ
78,132000,47,LÁZARO DE CARVALHO,PDS,RJ
78,178832,56,LEANDRE,PV,PR
78,178832,55,LEANDRE,PV,PR
78,130471,39,LEANDRO MACIEL,UDN,SE
78,130471,35,LEANDRO MACIEL,UDN,SE
78,130471,38,LEANDRO MACIEL,UDN,SE
78,130471,36,LEANDRO MACIEL,UDN,SE
78,2748,36,LEANDRO PINHEIRO,PL*,PA
78,141481,53,LEANDRO SAMPAIO,PPS,RJ
78,74367,53,LEANDRO VILELA,PMDB,GO
78,74367,54,LEANDRO VILELA,PMDB,GO
78,74367,52,LEANDRO VILELA,PMDB,GO
78,131449,43,LEÃO SAMPAIO,ARENA,CE
78,131449,36,LEÃO SAMPAIO,NA,CE
78,131449,38,LEÃO SAMPAIO,UDN,CE
78,131449,39,LEÃO SAMPAIO,UDN,CE
78,131449,41,LEÃO SAMPAIO,ARENA,CE
78,131449,44,LEÃO SAMPAIO,ARENA,CE
78,131449,42,LEÃO SAMPAIO,ARENA,CE
78,131449,40,LEÃO SAMPAIO,ARENA,CE
78,2195,27,LEÃO VELOSO,NA,BA
78,2195,29,LEÃO VELOSO,NA,BA
78,2195,31,LEÃO VELOSO,NA,BA
78,2195,30,LEÃO VELOSO,NA,BA
78,2195,28,LEÃO VELOSO,NA,BA
78,2448,30,LEBON REGIS,NA,SC
78,204375,56,LEDA SADALA,AVANTE,AP
78,2513,33,LEIRIA DE ANDRADE,NA,CE
78,2513,32,LEIRIA DE ANDRADE,NA,CE
78,2710,36,LEITÃO DA CUNHA,PD,DF
78,3624,28,LEITE DE CASTRO,NA,MG
78,3624,27,LEITE DE CASTRO,NA,MG
78,2188,26,LEITE DE SOUSA,NA,SP
78,130770,39,LEITE NETO,PSD,SE
78,130770,41,LEITE NETO,PSD,SE
78,130770,40,LEITE NETO,PSD,SE
78,130770,38,LEITE NETO,PSD,SE
78,2124,26,LEITE RIBEIRO,NA,DF
78,131725,46,LEITE SCHIMIDT,PP**,MS
78,139283,47,LÉLIO SOUZA,PMDB,RS
78,139283,48,LÉLIO SOUZA,PMDB,RS
78,141562,53,LELO COIMBRA,PMDB,ES
78,141562,54,LELO COIMBRA,PMDB,ES
78,141562,55,LELO COIMBRA,MDB,ES
78,130272,35,LEMGRUBER FILHO,NA,RJ
78,130272,37,LEMGRUBER FILHO,PPR,RJ
78,130272,31,LEMGRUBER FILHO,NA,RJ
78,130272,36,LEMGRUBER FILHO,PPR,RJ
78,131294,41,LENOIR VARGAS,PSD,SC
79,131294,41,LENOIR VARGAS,PSD,SC
79,131294,43,LENOIR VARGAS,ARENA,SC
79,74455,53,LEO ALCÂNTARA,PR,CE
79,74455,51,LEO ALCÂNTARA,PSDB,CE
79,74455,52,LÉO ALCÂNTARA,PSDB,CE
79,178825,55,LEO DE BRITO,PT,AC
79,204359,56,LÉO MORAES,PODE,RO
79,204547,56,LÉO MOTTA,PSL,MG
79,132001,43,LÉO NEVES,MDB*,PR
79,132001,47,LÉO NEVES,PMDB,PR
79,179385,54,LÉO OLIVEIRA,PMDB,SP
79,131450,44,LEO RIFFEL,MDB*,RS
79,132002,46,LÉO SIMÕES,PDS,RJ
79,132002,45,LÉO SIMÕES,MDB*,RJ
79,132002,47,LÉO SIMÕES,PDS,RJ
79,132002,44,LÉO SIMÕES,MDB*,GB
79,141452,53,LÉO VIVAS,PRB,RJ
79,130628,39,LEOBERTO LEAL,PSD,SC
79,130628,40,LEOBERTO LEAL,PSD,SC
79,73473,51,LEODEGAR TISCOSKI,PPB,SC
79,73473,52,LEODEGAR TISCOSKI,PP**,SC
79,73716,49,LEOMAR QUINTANILHA,PPR,TO
79,73716,54,LEOMAR QUINTANILHA,PMDB,TO
79,73716,48,LEOMAR QUINTANILHA,PDC,TO
79,131248,43,LEON PERES,ARENA,PR
79,130629,40,LEONARDO BARBIERI,PSP,SP
79,122195,54,LEONARDO GADELHA,PSC,PB
79,74155,52,LEONARDO MATTOS,PV,MG
79,131295,43,LEONARDO MÔNACO,ARENA,SP
79,74156,54,LEONARDO MONTEIRO,PT,MG
79,74156,52,LEONARDO MONTEIRO,PT,MG
79,74156,56,LEONARDO MONTEIRO,PT,MG
79,74156,55,LEONARDO MONTEIRO,PT,MG
79,74156,53,LEONARDO MONTEIRO,PT,MG
79,74254,55,LEONARDO PICCIANI,MDB,RJ
79,74254,53,LEONARDO PICCIANI,PMDB,RJ
79,74254,54,LEONARDO PICCIANI,PMDB,RJ
79,74254,52,LEONARDO PICCIANI,PMDB,RJ
79,141482,54,LEONARDO QUINTÃO,PMDB,MG
79,141482,53,LEONARDO QUINTÃO,PMDB,MG
79,141482,55,LEONARDO QUINTÃO,MDB,MG
79,74368,53,LEONARDO VILELA,PSDB,GO
79,74368,54,LEONARDO VILELA,PSDB,GO
79,74368,52,LEONARDO VILELA,PSDB,GO
79,3919,24,LEONCIO CORRÊA,NA,PR
79,2457,32,LEÔNCIO GALRÃO,NA,BA
79,2457,37,LEÔNCIO GALRÃO,NA,BA
79,2457,31,LEÔNCIO GALRÃO,NA,BA
79,2457,36,LEÔNCIO GALRÃO,NA,BA
79,131041,42,LEONEL BRIZOLA,PTB,GB
79,131041,40,LEONEL BRIZOLA,PTB,RS
79,3763,24,LEONEL FILHO,NA,MG
79,3763,26,LEONEL FILHO,NA,MG
79,3763,25,LEONEL FILHO,NA,MG
79,1523,48,LEONEL JÚLIO,PTdoB,SP
79,3920,24,LEONEL LORETTI,NA,RJ
79,73877,50,LEONEL PAVAN,PDT,SC
79,130630,40,LEÔNIDAS CARDOSO,PTB,SP
79,74299,55,LEÔNIDAS CRISTINO,PDT,CE
79,74299,50,LEÔNIDAS CRISTINO,PPS,CE
79,74299,56,LEÔNIDAS CRISTINO,PDT,CE
79,74299,52,LEÔNIDAS CRISTINO,PPS,CE
79,3115,39,LEÔNIDAS MELLO,PSD,PI
79,132003,47,LEÔNIDAS RACHID,PDS,RO
79,132004,46,LEÔNIDAS SAMPAIO,PP**,RJ
79,132004,47,LEÔNIDAS SAMPAIO,PMDB,RJ
79,132004,45,LEÔNIDAS SAMPAIO,MDB*,RJ
79,4352,33,LEOPOLDINO DE OLIVEIRA,NA,MG
79,4352,32,LEOPOLDINO DE OLIVEIRA,NA,MG
79,74743,47,LEOPOLDO BESSONE,PMDB,MG
79,74743,46,LEOPOLDO BESSONE,PP**,MG
79,74743,48,LEOPOLDO BESSONE,PMDB,MG
79,74743,50,LEOPOLDO BESSONE,PTB,MG
79,74743,49,LEOPOLDO BESSONE,PTB,MG
79,1965,24,LEOPOLDO JARDIM,NA,GO
79,3632,28,LEOPOLDO LINS,NA,PE
79,131042,42,LEOPOLDO MACIEL,ARENA,MG
79,131042,39,LEOPOLDO MACIEL,UDN,MG
79,131042,38,LEOPOLDO MACIEL,UDN,MG
79,131042,41,LEOPOLDO MACIEL,UDN,MG
79,160663,54,LEOPOLDO MEYER,PSB,PR
79,160663,55,LEOPOLDO MEYER,PSB,PR
79,4872,38,LEOPOLDO NEVES,PTB,AM
79,131451,44,LEOPOLDO PERES,ARENA,AM
79,4873,38,LEOPOLDO PERES,PSD,AM
79,131451,42,LEOPOLDO PERES,ARENA,AM
79,131451,43,LEOPOLDO PERES,ARENA,AM
79,1513,48,LEOPOLDO SOUZA,PMDB,SE
79,132005,46,LEORNE BELEM,PDS,CE
79,132005,47,LEORNE BELEM,PDS,CE
79,3633,27,LEOVIGILDO FILGUEIRAS,NA,BA
79,3633,28,LEOVIGILDO FILGUEIRAS,NA,BA
79,3633,26,LEOVIGILDO FILGUEIRAS,NA,BA
79,3633,24,LEOVIGILDO FILGUEIRAS,NA,BA
79,130655,40,LERNER RODRIGUES,UDN,SC
79,3005,38,LERY SANTOS,PTB,MG
79,74555,51,LEUR LOMANTO,PMDB,BA
79,74555,46,LEUR LOMANTO,PDS,BA
79,74555,45,LEUR LOMANTO,ARENA,BA
79,74555,50,LEUR LOMANTO,PFL,BA
80,74555,49,LEUR LOMANTO,PFL,BA
80,74555,47,LEUR LOMANTO,PDS,BA
80,74555,48,LEUR LOMANTO,PFL,BA
80,92102,56,LEUR LOMANTO JÚNIOR,DEM,BA
80,4799,37,LEVI CARNEIRO,PPR,RJ
80,4799,36,LEVI CARNEIRO,NA,RJ
80,130273,35,LEVINDO COELHO,PRM,MG
80,130273,36,LEVINDO COELHO,PRM,MG
80,130273,37,LEVINDO COELHO,PRM,MG
80,139284,47,LEVY DIAS,PDS,MS
80,139284,48,LEVY DIAS,PFL,MS
80,139284,46,LEVY DIAS,PDS,MS
80,131296,43,LEVY TAVARES,MDB*,SP
80,131296,42,LEVY TAVARES,PSD,SP
80,73826,49,LÉZIO SATHLER,PSDB,ES
80,73826,48,LÉZIO SATHLER,PSDB,ES
80,73754,49,LIBERATO CABOCLO,PDT,SP
80,3095,39,LÍCIO BORRALHO,PTB,MT
80,4611,36,LICURGO LEITE,PP**,MG
80,73667,50,LÍDIA QUINAN,PMDB,GO
80,73667,51,LÍDIA QUINAN,PSDB,GO
80,139285,56,LÍDICE DA MATA,PSB,BA
80,139285,53,LÍDICE DA MATA,PSB,BA
80,139285,48,LÍDICE DA MATA,PCdoB,BA
80,131755,46,LIDOVINO FANTON,PDT,RS
80,131755,45,LIDOVINO FANTON,MDB*,RS
80,1695,43,LÍGIA DOUTEL DE ANDRADE,MDB*,SC
80,160533,54,LILIAM SÁ,PROS,RJ
80,130514,40,LIMA CAMPOS,PSD,MA
80,2668,35,LIMA CASTRO,NA,PE
80,130549,39,LIMA CAVALCANTI,UDN,PE
80,130549,38,LIMA CAVALCANTI,UDN,PE
80,130549,40,LIMA CAVALCANTI,PSD,PE
80,130463,39,LIMA FIGUEIREDO,PSD,SP
80,2064,25,LIMA FILHO,NA,PB
80,74857,50,LIMA NETTO,PFL,RJ
80,4764,37,LIMA TEIXEIRA,NA,BA
80,130633,40,LINCOLN FELICIANO,PSD,SP
80,131585,45,LINCOLN GRILLO,MDB*,SP
80,74585,52,LINCOLN PORTELA,PR,MG
80,74585,54,LINCOLN PORTELA,PR,MG
80,74585,51,LINCOLN PORTELA,PL*,MG
80,74585,56,LINCOLN PORTELA,PL,MG
80,74585,53,LINCOLN PORTELA,PR,MG
80,74585,55,LINCOLN PORTELA,PR,MG
80,4422,34,LINCOLN PRATES,NA,AM
80,4422,33,LINCOLN PRATES,NA,AM
80,74858,52,LINDBERG FARIAS,PT,RJ
80,74858,50,LINDBERG FARIAS,PSTU,RJ
80,1854,27,LINDOLFO CAETANO,NA,MG
80,1854,26,LINDOLFO CAETANO,NA,MG
80,1854,24,LINDOLFO CAETANO,NA,MG
80,1854,25,LINDOLFO CAETANO,NA,MG
80,2236,28,LINDOLFO CÂMARA,NA,RN
80,2236,27,LINDOLFO CÂMARA,NA,RN
80,130209,32,LINDOLFO COLLOR,NA,RS
80,130209,34,LINDOLFO COLLOR,NA,RS
80,130209,33,LINDOLFO COLLOR,NA,RS
80,130209,35,LINDOLFO COLLOR,NA,RS
80,130210,32,LINDOLFO PESSOA,NA,PR
80,130210,35,LINDOLFO PESSOA,NA,PR
80,130210,33,LINDOLFO PESSOA,NA,PR
80,130210,34,LINDOLFO PESSOA,NA,PR
80,3775,26,LINDOLFO SERRA,NA,MT
80,3775,25,LINDOLFO SERRA,NA,MT
80,141483,55,LINDOMAR GARÇON,PRB,RO
80,141483,54,LINDOMAR GARÇON,PV,RO
80,141483,53,LINDOMAR GARÇON,PV,RO
80,3106,39,LINEU AMARAL,PSD,PR
80,131000,41,LINO BRAUN,MDB*,RS
80,131000,40,LINO BRAUN,PTB,RS
80,131000,42,LINO BRAUN,PTB,RS
80,4926,38,LINO MACHADO,PR,MA
80,4926,36,LINO MACHADO,PR,MA
80,4926,37,LINO MACHADO,PR,MA
80,131043,42,LINO MACHADO,MDB*,MA
80,131044,42,LINO MORGANTI,PRT,SP
80,74800,51,LINO ROSSI,PSDB,MT
80,74800,52,LINO ROSSI,PP**,MT
80,131504,44,LINS E SILVA,ARENA,PE
80,131504,45,LINS E SILVA,ARENA,PE
80,2292,28,LIRA CASTRO,NA,PA
80,2292,32,LIRA CASTRO,NA,PA
80,2292,33,LIRA CASTRO,NA,PA
80,2292,31,LIRA CASTRO,NA,PA
80,141462,53,LIRA MAIA,DEM,PA
80,141462,54,LIRA MAIA,DEM,PA
80,131046,42,LISANDRO PAIXÃO,PTB,GO
80,131177,43,LISBOA MACHADO,ARENA,GO
80,131177,42,LISBOA MACHADO,ARENA,GO
80,131047,41,LISTER CALDAS,PSD,MA
80,131047,42,LISTER CALDAS,PTB,MA
80,131047,40,LISTER CALDAS,PSD,MA
80,204405,56,LIZIANE BAYER,PSB,RS
80,130609,40,LOBÃO DA SILVEIRA,PSD,PA
80,74277,52,LOBBE NETO,PSDB,SP
80,74277,55,LOBBE NETO,PSDB,SP
80,74277,53,LOBBE NETO,PSDB,SP
80,3082,39,LOBO CARNEIRO,PRT,DF
80,3581,27,LOBO JURUMENHA,NA,RJ
81,3581,27,LOBO JURUMENHA,NA,RJ
81,204382,56,LOESTER TRUTIS,PSL,MS
81,131511,45,LOMANTO JÚNIOR,ARENA,BA
81,131511,44,LOMANTO JÚNIOR,ARENA,BA
81,2910,37,LONTRA COSTA,UPF,RJ
81,4870,38,LOPES CANÇADO,UDN,MG
81,131473,44,LOPES DA COSTA,ARENA,MT
81,130359,38,LOPES FERRAZ,PSD,SP
81,3514,29,LOPES GONÇALVES,NA,AM
81,131452,44,LOPO COELHO,ARENA,GB
81,131452,40,LOPO COELHO,PSD,DF
81,131452,39,LOPO COELHO,PSD,DF
81,131452,43,LOPO COELHO,ARENA,DF
81,131049,40,LOPO DE CASTRO,ARENA,PA
81,131049,42,LOPO DE CASTRO,ARENA,PA
81,130656,39,LOUREIRO JÚNIOR,PSP,SP
81,130656,40,LOUREIRO JÚNIOR,PSD,SP
81,131756,46,LOUREMBERG NUNES ROCHA,PP**,MT
81,2087,26,LOURENÇO BATISTA,NA,RJ
81,2087,25,LOURENÇO BATISTA,NA,RJ
81,131027,42,LOURENÇO COLARES,MDB*,CE
81,1732,31,LOURENÇO DE SÁ,NA,PE
81,1732,29,LOURENÇO DE SÁ,NA,PE
81,131051,42,LOURIVAL BAPTISTA,PFL,SE
81,131051,41,LOURIVAL BAPTISTA,UDN,SE
81,131050,41,LOURIVAL DE ALMEIDA,PSD,ES
81,131050,40,LOURIVAL DE ALMEIDA,PSP,ES
81,131050,42,LOURIVAL DE ALMEIDA,PSD,ES
81,73822,49,LOURIVAL FREITAS,PT,AP
81,196358,56,LOURIVAL GOMES,PSL,RJ
81,196358,55,LOURIVAL GOMES,PODE,RJ
81,160555,54,LOURIVAL MENDES,PTdoB,MA
81,81366,55,LUANA COSTA,PSC,MA
81,2018,24,LUCAS DE BARROS,NA,SP
81,204523,56,LUCAS GONZALEZ,NOVO,MG
81,204404,56,LUCAS REDECKER,PSDB,RS
81,178879,56,LUCAS VERGILIO,SOLIDARIEDADE,GO
81,178879,55,LUCAS VERGILIO,SOLIDARIEDADE,GO
81,131953,47,LUCENA LEAL,PFL,RO
81,141504,53,LUCENIRA PIMENTEL,PR,AP
81,73474,52,LUCI CHOINACKI,PT,SC
81,73474,54,LUCI CHOINACKI,PT,SC
81,73474,49,LUCI CHOINACKI,PT,SC
81,73474,51,LUCI CHOINACKI,PT,SC
81,65987,49,LÚCIA BRAGA,PDT,PB
81,65987,48,LÚCIA BRAGA,PDT,PB
81,65987,52,LÚCIA BRAGA,PMDB,PB
81,65498,51,LÚCIA VÂNIA,PSDB,GO
81,65498,48,LÚCIA VÂNIA,PMDB,GO
81,65498,49,LÚCIA VÂNIA,PMDB,GO
81,1784,47,LÚCIA VIVEIROS,PDS,PA
81,1784,46,LÚCIA VIVEIROS,PDS,PA
81,81512,53,LUCIANA COSTA,PR,SP
81,74397,52,LUCIANA GENRO,PSOL,RS
81,74397,53,LUCIANA GENRO,PSOL,RS
81,160628,55,LUCIANA SANTOS,PCdoB,PE
81,160628,54,LUCIANA SANTOS,PCdoB,PE
81,74478,55,LUCIANO BIVAR,PSL,PE
81,74478,51,LUCIANO BIVAR,PSL,PE
81,74478,56,LUCIANO BIVAR,PSL,PE
81,73982,51,LUCIANO CASTRO,PFL,RR
81,73982,53,LUCIANO CASTRO,PR,RR
81,73982,52,LUCIANO CASTRO,PR,RR
81,73982,50,LUCIANO CASTRO,PSDB,RR
81,73982,54,LUCIANO CASTRO,PR,RR
81,73982,49,LUCIANO CASTRO,PPR,RR
81,178931,55,LUCIANO DUCCI,PSB,PR
81,178931,56,LUCIANO DUCCI,PSB,PR
81,74028,52,LUCIANO LEITOA,PSB,MA
81,131052,42,LUCIANO MACHADO,ARENA,RS
81,160513,54,LUCIANO MOREIRA,PMDB,MA
81,2319,29,LUCIANO PEREIRA,NA,AM
81,73777,53,LUCIANO PIZZATTO,DEM,PR
81,73777,54,LUCIANO PIZZATTO,DEM,PR
81,73777,50,LUCIANO PIZZATTO,PFL,PR
81,73777,49,LUCIANO PIZZATTO,PRN,PR
81,73777,51,LUCIANO PIZZATTO,PFL,PR
81,73545,51,LUCIANO ZICA,PT,SP
81,73545,52,LUCIANO ZICA,PT,SP
81,73545,50,LUCIANO ZICA,PT,SP
81,130829,40,LUCÍDIO RAMOS,PL*,RS
81,130829,41,LUCÍDIO RAMOS,PL*,RS
81,3096,39,LUCÍLIO MEDEIROS,UDN,MT
81,139286,47,LÙCIO ALCÂNTARA,PDS,CE
81,139286,48,LÚCIO ALCÂNTARA,PFL,CE
81,3099,39,LÚCIO BITTENCOURT,PTB,MG
81,131746,46,LUCIO CIONI,ARENA,PR
81,178954,55,LUCIO MOSQUINI,MDB,RO
81,178954,56,LUCIO MOSQUINI,MDB,RO
81,141484,54,LÚCIO VALE,PR,PA
81,141484,55,LÚCIO VALE,PR,PA
81,141484,53,LÚCIO VALE,PR,PA
81,94931,54,LUCIO VIEIRA LIMA,PMDB,BA
81,94931,55,LUCIO VIEIRA LIMA,MDB,BA
81,132007,47,LUDGERO RAULINO,PDS,PI
81,132007,46,LUDGERO RAULINO,PDS,PI
81,131028,42,LUDOVICO DE ALMEIDA,PSP,GO
81,74630,48,LUÍS  EDUARDO,PFL,BA
81,74630,49,LUÍS  EDUARDO,PFL,BA
81,74630,50,LUÍS  EDUARDO,PFL,BA
82,3635,28,LUÍS ADOLFO,NA,MT
